filename,form,corp_lem,lem_pos,pos,gram,cont-2,cont-2_gr,cont-1,cont-1_gr,cont+1,cont+1_gr,cont+2,cont+2_gr,class
20_clean/xx_rozhdestvensky_vrozh-278.xhtml.txt,всEсEе,всEсEоко,ADV,AADVPRS,дасEпрсEрав,AS,винедиммсEжнеодполн,ADVAPROPARTSPRO,винедиммннеодсEред,PRS,виндасEедиммнпрродсEвор,S,виндасEедмесEсEнпарсE,0
20_clean/xx_ehrehnburg_eren-606.xhtml.txt,десEи,ребенок,S,SV,иминсEисEкажмн,S,винедиммнрод,CONJPART,,PART,,APRO,виниммннеод,0
20_clean/xx_blok_blok2-0967.xhtml.txt,месEи,месE,S,SV,винедиммнпов,PRS,виндасEедиммнпрродсEвор,SV,винедизсEсEвнепросE,S,винед,PRS,виндасEедиммнпрродсEвор,1
20_clean/xx_pereval_zarud-14.xhtml.txt,дроздов,дроздов,S,AS,винедимкрмнмсEжрод,AS,едженимполн,SV,винедимпов,V,виндейсEсEвиммннеоднепросEполнприсE,S,винедиммнрод,1
20_clean/xx_bunin_bunin-736.xhtml.txt,мило,мило,S,AADVS,виндасEедимкрмнпрродсEредсEвор,V,едженизсEсEвпросE,ADV,,ADVPARTS,виним,PARTPR,,1
20_clean/xx_briusov_brius-0609.xhtml.txt,сEсEисE,сEсEисE,S,SV,винедизсEсEвиммсEжпросE,CONJPART,,APRO,винедиммсEжнеод,CONJINTJPARTS,виндасEедиммнпрродсEвор,A,винедиммсEжнеодполн,0
20_clean/xx_baltrus_balt-149.xhtml.txt,весEересE,весEерей?,,SV,виндеепредимнепросEрод,V,едизсEсEвмсEжнесEовпросE,AS,едимкрмсEж,S,винедим,A,едкрмсEж,1
20_clean/xx_bagricky_bagrc-076.xhtml.txt,сEбисEсEсE,сEбисEсEй,A,ASV,винмнодполнпрприсEпросEродсEсEрад,V,изсEсEвмннепросE,SV,винедиммнповрод,CONJINTJPARTS,виндасEедиммнпрродсEвор,V,изсEсEвмннепросE,0
20_clean/xx_briusov_brius-1264.xhtml.txt,обсEдней,обсEдно?,,AADVS,винедмнродсEравсEвор,S,винедиммнрод,A,винмнодполнпррод,S,едрод,S,виндасEедиммнпрродсEвор,0
20_clean/xx_kuzmin_kzmn-467.xhtml.txt,десEи,ребенок,S,SV,иминсEисEкажмн,A,крмн,CONJPART,,ADVPROCONJSPRO,виним,ADV,,0
20_clean/xx_briusov_brius-0455.xhtml.txt,дай,дасEсE,V,SV,винедмнповрод,SPRO,сEвор,INTJPRS,виндасEедиммнпрродсEвор,V,инсE,S,сEвор,0
20_clean/xx_polonskaja_epolo-293.xhtml.txt,засEев,засEев,S,SV,виндеепредимпросE,V,едизсEсEвмсEжпросE,SPRO,им,PRS,виндасEедиммнпрродсEвор,S,виниммн,1
20_clean/xx_mandelstamm_mandl-343.xhtml.txt,безсEмнасE,безсEмнсEй,A,AS,едженимполн,V,едизсEсEвнепросE,ADVPROCONJPART,,V,едизсEсEвнепросE,A,едженимполн,0
20_clean/xx_cerubina_cerub-250.xhtml.txt,горсE,горе,S,SV,дасEедизсEсEвнепросE,ADVPRO,,PART,,ADVPRO,,PART,,1
20_clean/xx_briusov_brius-1609.xhtml.txt,мсEсEой,мсEсEсEй,A,ASV,дасEедженполнпрприсEпросEродсEсEрадсEвор,S,едсEвор,CONJINTJPARTS,виндасEедиммнпрродсEвор,S,винедиммнрод,S,виним,1
20_clean/xx_polonskaja_epolo-160.xhtml.txt,карий,карий,A,AS,винедиммнмсEжнеодполнрод,PRS,виндасEедиммнпрродсEвор,S,едпр,S,винедиммнрод,SSPRO,винедрод,0
20_clean/xx_givanov_givan-021.xhtml.txt,дали,далсE,S,SV,виндасEедизсEсEвиммнпрпросEродсEвор,CONJINTJPARTS,виндасEедиммнпрродсEвор,SV,виндасEедизсEсEвиммнпрпросEрод,AADV,сEрав,CONJSPRO,прсEвор,0
20_clean/xx_mandelstamm_mandl-052.xhtml.txt,колоколен,колоколсEнсE,S,AS,едкрмнмсEжрод,PRS,виндасEедиммнпрродсEвор,AS,винмнодполнпррод,CONJINTJPARTS,виндасEедиммнпрродсEвор,APRO,винедиммсEжнеод,0
20_clean/xx_bely_bely-443.xhtml.txt,сEромасE,сEромой,A,ASV,деепредженимнепросEполн,S,едим,A,винедиммсEжнеодполн,ADVPR,,AS,винедимкрмнрод,0
20_clean/xx_majakovsky_majak3-12.xhtml.txt,маем,масEсEсE,V,SV,едизсEсEвкрмнмсEжнепросEпеприсEсEсEрадсEвор,V,едизсEсEвнепросE,S,винедим,SPRO,дасE,ADVPART,,1
20_clean/xx_gippius_gip-360-1.xhtml.txt,сEсEсEали,сEсEсEалсE,S,SV,виндасEедизсEсEвиммнпрпросEрод,INTJPRS,виндасEедиммнпрродсEвор,S,винедиммнрод,S,винедиммнрод,CONJINTJ,,1
20_clean/xx_antokolsky_antkl-379.xhtml.txt,помосEсE,помосEсE,V,SV,винедиминсE,V,едизсEсEвмсEжпросE,CONJSPRO,прсEвор,A,дасEедженполнпрродсEвор,S,едсEвор,0
20_clean/xx_rozhdestvensky_vrozh-286.xhtml.txt,нем,немой,A,ASSPRO,едкрмнмсEжпррод,AADVV,едизсEсEвкрпросEсEред,PRS,виндасEедиммнпрродсEвор,A,винедиммсEжнеодполн,S,винедим,1
20_clean/xx_givanov_givan-109.xhtml.txt,дали,далсE,S,SV,виндасEедизсEсEвиммнпрпросEродсEвор,PARTPR,,S,едпр,AADV,едкрсEред,A,дасEедженполнпрродсEвор,0
20_clean/xx_mandelstamm_mandl-249.xhtml.txt,сEмсEсEков,сEмсEсEок,S,AS,едкрмнмсEжрод,S,винедиммнрод,S,виниммн,V,едизсEсEвнепросE,ADVPROS,им,0
20_clean/xx_briusov_brius-1390.xhtml.txt,гнили,гнилсE,S,SV,виндасEедизсEсEвиммнпрпросEрод,PRS,виндасEедимпрродсEвор,S,едсEвор,A,винедимполнсEред,S,винедим,0
20_clean/xx_blok_blok2-0971.xhtml.txt,дали,далсE,S,SV,виндасEедизсEсEвиммнпрпросEродсEвор,S,едим,SPRO,дасE,AS,виниммннеодполн,SV,винедженизсEсEвиммнпросEрод,1
20_clean/xx_oleynikov_olein-069.xhtml.txt,лсEбсEсEсEсE,лсEбсEсEсEсEи?,,SV,виндеепредимнепросEпросEрод,PR,,SV,винедизсEсEвимпросEсEред,S,едсEвор,S,едим,0
20_clean/xx_givanov_givan-655.xhtml.txt,ало,алсEй,A,AS,виндасEедимкрмнпрродсEредсEвор,PRS,виндасEедиммнпрродсEвор,ASSPRO,едкрмнмсEжпррод,ADVPROCONJSPRO,виним,A,едкрсEред,0
20_clean/xx_kuzmin_kzmn-219.xhtml.txt,сEвесEила,сEвесEило,S,SV,винедженизсEсEвиммннеододпросEрод,S,винедим,ADVAPROPARTSPRO,винедиммннеодсEред,SV,винедиммнповрод,S,винедим,0
20_clean/xx_majakovsky_majak3-12.xhtml.txt,май,май,S,SV,винедиммнповрод,ADVPRO,,V,инсE,ADVCONJPART,,V,едизсEсEвнепросE,0
20_clean/xx_cvetaeva_cvet1-625.xhtml.txt,горсE,горесEсE,V,SV,дасEедизсEсEвнепросE,SV,дасEедизсEсEвнепросE,CONJINTJPARTS,виндасEедиммнпрродсEвор,PRS,виндасEедиммнпрродсEвор,S,виндасEедиммнпрродсEвор,0
20_clean/xx_briusov_brius-046.xhtml.txt,дали,далсE,S,SV,виндасEедизсEсEвиммнпрпросEродсEвор,S,виниммн,SPRO,им,S,винедим,CONJPART,,1
20_clean/xx_bunin_bunin-039.xhtml.txt,сEела,сEело,S,SV,винедженизсEсEвиммнпросEрод,V,изсEсEвмннепросE,APRO,виниммннеод,PRS,виндасEедимпрродсEвор,S,виндасEедиммнпррод,0
20_clean/xx_polonskaja_epolo-102.xhtml.txt,внсEсEасE,внсEсEонок,S,AS,винедкрмнмсEжрод,A,дасEедженполнпрродсEвор,S,виндасEедиммнпррод,SV,винедженизсEсEвиммнпросEрод,S,винедиммнрод,0
20_clean/xx_briusov_brius-0866.xhtml.txt,дай,дасEсE,V,SV,винедмнповрод,V,изсEсEвмнпросE,V,деепрпросE,CONJPART,,SPRO,дасEпр,0
20_clean/xx_briusov_brius-1235.xhtml.txt,сEасEе,сEасEа,S,AADVS,дасEедпрсEрав,APROCONJPARTSPRO,винедимсEред,PRS,виндасEедиммнпрродсEвор,A,дасEедженполнпрродсEвор,V,едизсEсEвмсEжпросE,0
20_clean/xx_balmont_balm3-193.xhtml.txt,версEовен,версEовен,S,AS,виндасEедимкрмнмсEжпрродсEвор,S,винедим,V,едпов,ASV,едимповсEрав,INTJV,едизсEсEвинсEмннасEсEнепросE,0
20_clean/xx_mandelstamm_mandl-138.xhtml.txt,нем,немой,A,ASSPRO,едкрмнмсEжпррод,V,едженизсEсEвпросE,PRS,виндасEедиммнпрродсEвор,SPRO,им,AV,едизсEсEвкрмнмсEжнепросEприсEсEсEрад,0
20_clean/xx_majakovsky_majak7-099.xhtml.txt,носEки,носEок,S,AS,винедимкрмнполнродсEред,AS,едженимкррод,APRONUM,виниммннеод,A,крмн,CONJINTJPARTS,виндасEедиммнпрродсEвор,0
20_clean/xx_merezhkovsky_merezh-197.xhtml.txt,дорог,дорога,S,AS,едкрмнмсEжрод,ADVV,едизсEсEвнепросE,AADV,едкрсEред,SV,винедимпов,ADVPROCONJ,,1
20_clean/xx_adobroljubov_adobr-73.xhtml.txt,сEел,сEело,S,SV,едизсEсEвмнмсEжпросEрод,SPRO,винпррод,SPRO,им,PR,,S,едсEвор,1
20_clean/xx_majakovsky_majak8-012.xhtml.txt,поймсE,пойма,S,SV,винедизсEсEвнепросE,S,виндасEеджениммнмсEжпрродсEредсEвор,PART,,CONJPART,,PRS,виндасEедиммнпрродсEвор,1
20_clean/xx_briusov_brius-1207.xhtml.txt,сEмел,сEмесEсE,V,ASV,едизсEсEвкрмнмсEжпросEрод,A,едкрмсEж,CONJINTJPARTS,виндасEедиммнпрродсEвор,S,едим,CONJPART,,1
20_clean/xx_givanov_givan-113.xhtml.txt,всEсEе,всEсEе,PR,AADVPRS,дасEпрсEрав,APROSPRO,едмсEжпрсEред,S,дасEедпр,S,винедим,S,винедимпр,0
20_clean/xx_majakovsky_majak6-23.xhtml.txt,писEмасEи,писEмасEасEсE?,,SV,виндасEедиммнповпрродсEвор,APRO,виниммннеод,APROCONJPARTSPRO,винедимсEред,PR,,S,едсEвор,0
20_clean/xx_briusov_brius-0324.xhtml.txt,сEайной,сEайнсEй,A,AS,дасEедженполнпрродсEвор,V,едизсEсEвмсEжнесEовпросE,V,едкрмсEжприсEпросEсEсEрад,S,винедиммнрод,SPRO,им,0
20_clean/xx_adalis_adal-11.xhtml.txt,бисE,бисEсE,V,ASV,винедимкрмнмсEжприсEпросEродсEсEрад,PART,,ADV,,CONJINTJPARTS,виндасEедиммнпрродсEвор,AV,едкрмсEжприсEпросEсEсEрад,0
20_clean/xx_antokolsky_antkl-077.xhtml.txt,десEи,ребенок,S,SV,иминсEисEкажмн,APROSPRO,винмнодпррод,AS,винмнодполнпррод,V,изсEсEвмннепросE,V,едизсEсEвнепросE,0
20_clean/xx_rozhdestvensky_vrozh-045.xhtml.txt,дай,дасEсE,V,SV,винедмнповрод,AS,едкрмнмсEжрод,S,едим,SPRO,дасEпр,S,винедимпр,0
20_clean/xx_bely_bely-293.xhtml.txt,минсEсE,минсEсEа,S,SV,изсEсEвмннепросEрод,S,едсEвор,S,едрод,AS,винедиммнмсEжнеодрод,S,мнрод,0
20_clean/xx_polonskaja_epolo-141.xhtml.txt,долгом,долгий,A,AS,едмсEжполнпрсEредсEвор,CONJPART,,PRS,виндасEедиммнпрродсEвор,V,едизсEсEвнепросE,S,винедимпр,0
20_clean/xx_balmont_balm2-009.xhtml.txt,зрасEков,зрасEок,S,AS,едкрмнмсEжрод,S,виндасEедиммнпрродсEвор,S,виндасEедиммнпррод,S,виндасEедиммнпррод,AS,едкрмнмсEжрод,0
20_clean/xx_selvinsky_selv-231.xhtml.txt,безсEменсEкого,безсEменсEкий?,,AS,винедмсEжодполнродсEред,AS,винедмсEжодполнродсEред,PARTPR,,APROCONJPARTSPRO,винедимсEред,ADVPROCONJSPRO,виним,0
20_clean/xx_blok_blok2-0971.xhtml.txt,легкие,легкое,S,AS,виниммннеодполн,SPRO,дасE,SV,виндасEедизсEсEвиммнпрпросEродсEвор,SV,винедженизсEсEвиммнпросEрод,CONJINTJ,,1
20_clean/xx_blok_blok2-0382.xhtml.txt,дали,далсE,S,SV,виндасEедизсEсEвиммнпрпросEродсEвор,V,изсEсEвмнпепросE,PRS,виндасEедиммнпрродсEвор,A,дасEедженполнпрродсEвор,PRS,виндасEедиммнпрродсEвор,0
20_clean/xx_selvinsky_selv2-113.xhtml.txt,лсEбимой,лсEбимсEй,A,ASV,дасEедженнепросEполнпрприсEродсEсEрадсEвор,S,винедим,APRO,дасEедженпрродсEвор,A,винмнодполнпррод,S,винедиммнрод,1
20_clean/xx_briusov_brius-1448.xhtml.txt,сEлез,сEлеза,S,SV,едизсEсEвмнмсEжпросEрод,PRS,виндасEедиммнпрродсEвор,S,дасEед,CONJINTJPARTS,виндасEедиммнпрродсEвор,APROSPRO,винедиммсEжнеод,0
20_clean/xx_bely_bely-344.xhtml.txt,знаком,знакомсEй,A,AS,едкрмсEжсEвор,ADV,,ADV,,AS,едкрмсEжсEвор,V,инсEнесEов,0
20_clean/xx_gorodecky_gorod-185.xhtml.txt,алее,алсEй,A,AS,дасEедпрсEрав,S,винедим,APROCONJSSPRO,виндасEедмнмсEжродсEредсEвор,ADVV,едизсEсEвнепросE,S,винедим,0
20_clean/xx_majakovsky_majak4-08.xhtml.txt,залили,залисEсE,V,SV,едизсEсEвиммнпросEрод,ADVV,едизсEсEвнепросE,V,инсE,S,сEвор,V,изсEсEвмнпросE,0
20_clean/xx_antokolsky_antkl-038.xhtml.txt,сEсEав,сEсEав,S,SV,виндеепредимпросE,S,винедиммнрод,CONJINTJPARTS,виндасEедиммнпрродсEвор,ADVPART,,AADVV,едповсEрав,1
20_clean/xx_bergholz_bergh-076.xhtml.txt,всEсEе,всEсEоко,ADV,AADVPRS,дасEпрсEрав,AADV,едкрсEред,ADVAPROPARTSPRO,винедиммннеодсEред,V,деепрнепросE,ADVPR,,0
20_clean/xx_gorodecky_gorod-255.xhtml.txt,нем,немой,A,ASSPRO,едкрмнмсEжпррод,V,инсE,PARTPR,,CONJSV,едиммнповрод,V,едизсEсEвнепросE,1
20_clean/xx_blok_blok2-1023.xhtml.txt,обсEсEали,обсEсEалсE?,,SV,виндасEедизсEсEвиммнпрпросEрод,A,дасEедмнмсEжполнсEредсEвор,ADVPRS,едсEвор,SV,винедизсEсEвиммсEжпросE,A,виндасEеджениммсEжнеодполнпрродсEвор,0
20_clean/xx_briusov_brius-0609.xhtml.txt,мировсEм,миров,S,AS,дасEедмнмсEжполнсEредсEвор,PRS,виндасEедимпрродсEвор,S,едсEвор,S,винедим,APRO,дасEедженпрродсEвор,1
20_clean/xx_balmont_balm3-052.xhtml.txt,масEери,масEерсE,S,SV,дасEедиммнповпррод,V,инсE,PRS,винмнрод,S,винедиммнрод,CONJINTJPARTS,виндасEедиммнпрродсEвор,0
20_clean/xx_briusov_brius-0404.xhtml.txt,парки,парк,S,AS,винедимкрмнрод,S,дасEедпр,V,изсEсEвмнпросE,SPRO,дасE,SPRO,им,0
20_clean/xx_mercurieva_merc-317.xhtml.txt,зайсEинсEсE,зайсEинсEй?,,AS,винмнодполнпррод,V,деепрнепросE,PARTPR,,S,мнпр,SPRO,им,0
20_clean/xx_ellis_ellis-020.xhtml.txt,кисEа,кисE,S,SV,деепреднепросEрод,A,дасEедженполнпрродсEвор,S,дасEедпр,V,едизсEсEвнепросE,S,винедим,1
20_clean/xx_gofman_gfmn-067.xhtml.txt,играсEсEий,играсEсEий,S,SV,виндейсEсEведиммсEжнеоднепросEполнприсE,A,сEрав,V,едизсEсEвмсEжпросE,S,винедим,CONJINTJPARTS,виндасEедиммнпрродсEвор,1
20_clean/xx_blok_blok2-0656.xhtml.txt,сEел,сEело,S,SV,едизсEсEвмнмсEжпросEрод,A,винедиммсEжнеодполн,S,едим,INTJPRS,виндасEедиммнпрродсEвор,S,едрод,1
20_clean/xx_cvetaeva_cvet1-025.xhtml.txt,десEи,ребенок,S,SV,иминсEисEкажмн,S,мнпр,V,изсEсEвмннепросE,ADVAPROPARTSPRO,винедиммннеодсEред,AADV,едкрсEред,0
20_clean/xx_mandelstamm_mandl-571.xhtml.txt,найдсE,найда,S,SV,винедизсEсEвнепросE,CONJINTJPARTS,виндасEедиммнпрродсEвор,APRO,винедиммсEжнеод,APROSPRO,виндасEеджениммнмсEжнеододпрродсEредсEвор,ADVCONJPART,,1
20_clean/xx_balmont_balm3-083.xhtml.txt,сEпорсE,сEпор,S,AS,винедимкрмнрод,APRO,виниммннеод,APROCONJPARTSPRO,винедимсEред,SPRO,им,V,едизсEсEвмсEжпросE,1
20_clean/xx_balmont_balm2-009.xhtml.txt,горсE,горе,S,SV,дасEедизсEсEвнепросE,AS,виндасEеджениммсEжнеодполнпрродсEвор,SSPRO,виндасEедиммнпрродсEвор,V,едизсEсEвнепросE,PRS,виндасEедиммнпрродсEвор,1
20_clean/xx_majakovsky_majak6-43.xhtml.txt,просEлое,просEлсEй,A,AS,винедимполнсEред,CONJ,,PRS,виндасEедиммнпрродсEвор,V,едизсEсEвнепросE,AV,винедимполнприсEпросEсEредсEсEрад,0
20_clean/xx_oleynikov_olein-098.xhtml.txt,десEи,ребенок,S,SV,иминсEисEкажмн,SPRO,дасE,AS,винедиммсEжнеодполн,S,дасEедиммн,APROSV,винедиммсEжнеодпов,0
20_clean/xx_bagricky_bagrc-133.xhtml.txt,сEобсEсE,сEбисEсE,V,SV,едизсEсEвнепросEсEвор,AS,едмсEжполнпрсEредсEвор,S,едпр,S,винед,PRS,виндасEедиммнпрродсEвор,0
20_clean/xx_rozhdestvensky_vrozh-278.xhtml.txt,просEлого,просEлое,S,AS,винедмсEжодполнродсEред,V,едженизсEсEвпросE,S,винедим,ADV,,CONJINTJPARTS,виндасEедиммнпрродсEвор,0
20_clean/xx_cvetaeva_cvet1-742.xhtml.txt,голсEбинсEм,голсEбин,S,AS,дасEедмнмсEжполнсEредсEвор,A,дасEедмнмсEжполнсEредсEвор,S,дасEмн,A,дасEедмнмсEжполнсEредсEвор,APRO,дасEедмнмсEжсEредсEвор,1
20_clean/xx_rozhdestvensky_vrozh-189.xhtml.txt,сEолсEе,сEолсEе?,S,AS,виндасEедиммнпрродсEредсEвор,S,винедимрод,CONJINTJPARTS,виндасEедиммнпрродсEвор,S,едим,A,винедиммсEжнеодполн,0
20_clean/xx_briusov_brius-1067.xhtml.txt,всEсEе,всEсEе,PR,AADVPRS,дасEпрсEрав,S,винедиммнрод,S,винедиммнрод,V,изсEсEвмнпросE,SSPRO,виндасEедиммнпрродсEвор,1
20_clean/xx_ehrehnburg_eren-154.xhtml.txt,сEепсEала,сEепсEасEсE,V,SV,едженизсEсEвимпросE,V,едженизсEсEвпросE,CONJINTJPARTS,виндасEедиммнпрродсEвор,INTJPRS,виндасEедиммнпрродсEвор,A,едмсEжполнпрсEред,0
20_clean/xx_selvinsky_selv2-127.xhtml.txt,сEели,сEесEсEсE,V,SV,винедизсEсEвиммнповпросE,SPRO,им,V,инсE,PRS,виндасEедиммнпрродсEвор,S,винедим,0
20_clean/xx_gumilev_gumil-309.xhtml.txt,реже,редко,ADV,AADVS,едпрсEрав,SV,виндасEедиммнповпррод,V,изсEсEвмннепросE,V,едизсEсEвнепросE,S,винедим,1
20_clean/xx_merezhkovsky_merezh-081.xhtml.txt,сEвесEило,сEвесEисEсE,V,SV,винедизсEсEвимнеододпросEсEред,S,едим,A,винедимполнсEред,PRS,виндасEедиммнпрродсEвор,S,едпр,1
20_clean/xx_pasternak_paster-227.xhtml.txt,полов,пол,S,ASV,виндеепредкрмнмсEжпросEрод,AADV,едкрсEред,S,винедим,PART,,V,изсEсEвмнпросE,0
20_clean/xx_bunin_bunin-394.xhtml.txt,лсEбимого,лсEбимсEй,S,ASV,винедмсEжнепросEодполнприсEродсEредсEсEрад,S,едиммнрод,AS,винедмсEжодполнродсEред,S,едсEвор,PR,,1
20_clean/xx_ehrehnburg_eren-052.xhtml.txt,весEерней,весEерний,A,AS,дасEедженполнпрродсEвор,S,винмнрод,PRS,виндасEедиммнпрродсEвор,AADVS,дасEедпрсEрав,CONJSPRO,прсEвор,0
20_clean/xx_pasternak_paster-048.xhtml.txt,гасE,гасEнсEсEсE,V,SV,виндасEедизсEсEвиммнмсEжпрпросEродсEвор,V,едизсEсEвмсEжпросE,CONJINTJPARTS,виндасEедиммнпрродсEвор,SSPRO,виндасEедиммнпрродсEвор,V,едизсEсEвмсEжпросE,0
20_clean/xx_mandelstamm_mandl-020.xhtml.txt,сEасEов,сEасE,S,AS,винедиммнмсEжнеодрод,S,едим,A,винмнодпррод,PRS,виндасEедиммнпрродсEвор,S,виндасEедиммнпррод,0
20_clean/xx_adobroljubov_adobr-82.xhtml.txt,масEери,масEерсE,S,SV,дасEедиммнповпррод,S,едим,S,винедиммнрод,CONJINTJPARTS,виндасEедиммнпрродсEвор,ADVAPROPARTSPRO,винедиммннеодсEред,0
20_clean/xx_bely_bely-197.xhtml.txt,нем,немой,A,ASSPRO,едкрмнмсEжпррод,A,едкрмсEж,CONJINTJPARTS,виндасEедиммнпрродсEвор,A,едженимполн,S,винедим,0
20_clean/xx_schepkina-kupernik_kuper-064.xhtml.txt,нем,немой,A,ASSPRO,едкрмнмсEжпррод,ADVAPROCOM,едкрсEред,PRS,виндасEедиммнпрродсEвор,AS,едимкрмнмсEжрод,S,мнрод,1
20_clean/xx_majakovsky_majak8-109.xhtml.txt,сEморсE,сEморе?,S,SV,виндеепредиммннепросEпросEрод,S,винедим,S,мнсEвор,CONJPART,,PARTPR,,0
20_clean/xx_gorodecky_gorod-299.xhtml.txt,сEвсEсEсEе,сEвсEсEой,S,AS,виниммннеодполн,V,изсEсEвмнпросE,S,едиммнрод,V,изсEсEвмннепросE,CONJINTJ,,1
20_clean/xx_gorodecky_gorod-167.xhtml.txt,дали,далсE,S,SV,виндасEедизсEсEвиммнпрпросEродсEвор,ADVPART,,APRO,виниммннеод,PRS,винмнрод,APRO,дасEедженпрродсEвор,0
20_clean/xx_moravskaja_morav-33.xhtml.txt,нсEм,он,SPRO,ASSPRO,едкрмнмсEжпррод,V,инсE,PRS,виндасEедиммнпрродсEвор,A,винедиммсEжнеод,S,винедим,0
20_clean/xx_ehrehnburg_eren-620.xhtml.txt,сEпорсE,сEпор,S,AS,винедимкрмнрод,V,изсEсEвмннепросE,ADVAPROPARTSPRO,винедиммннеодсEред,CONJINTJPARTS,виндасEедиммнпрродсEвор,SSPRO,виндасEедиммнпрродсEвор,0
20_clean/xx_majakovsky_majak4-11.xhtml.txt,нем,он,SPRO,ASSPRO,едкрмнмсEжпррод,CONJINTJPARTS,виндасEедиммнпрродсEвор,SV,винедизсEсEвнепросE,ADVPRS,едпр,S,виндасEедиммнпррод,0
20_clean/xx_gorodecky_gorod-243.xhtml.txt,нисEасE,нисEий,A,ASV,деепредженимнепросEполн,SPRO,дасEпр,CONJINTJPARTS,виндасEедиммнпрродсEвор,PRS,виндасEедиммнпрродсEвор,S,виндасEедиммнпррод,0
20_clean/xx_kuzmin_kzmn-199.xhtml.txt,дам,дама,S,SV,винедизсEсEвмннепросEрод,SSPRO,виндасEедиммнпрродсEвор,S,винедимпр,CONJINTJ,,PART,,1
20_clean/xx_gofman_gfmn-064.xhtml.txt,посEелсEй,посEелсEй,S,SV,винедимпов,S,винедиммнрод,ADVPRO,,APROSPRO,виндасEеджениммнмсEжнеододпрродсEредсEвор,V,едизсEсEвнепросE,0
20_clean/xx_ellis_ellis-224.xhtml.txt,всEсEе,всEсEоко,ADV,AADVPRS,дасEпрсEрав,S,едим,S,виндасEедиммнпррод,CONJSPRO,прсEвор,S,едим,0
20_clean/xx_ellis_ellis-224.xhtml.txt,покрсEвала,покрсEвасEсE,V,SV,винедженизсEсEвиммнпросEрод,S,винедиммнрод,ADVPR,,SV,виндеепрмнпросEрод,ADVPROCONJPART,,1
20_clean/xx_kuzmin_kzmn-707.xhtml.txt,сEепсEала,сEепсEасEсE,V,SV,едженизсEсEвимпросE,A,едженимполн,S,едим,V,едпов,V,едизсEсEвпросEсEред,0
20_clean/xx_mercurieva_merc-254.xhtml.txt,сEсEжое,сEсEжой,A,AS,винедимсEред,V,едизсEсEвпросEсEред,A,винедимполнсEред,A,винедимполнсEред,S,винедимпр,0
20_clean/xx_ehrehnburg_eren-648.xhtml.txt,масEерей,масEерсE,S,SV,винедмнповрод,S,винедрод,PR,,PRS,виндасEедиммнпрродсEвор,S,мнсEвор,0
20_clean/xx_cvetaeva_cvet1-732.xhtml.txt,досEелева,досEелев?,S,AS,винедженимкррод,AS,винедженимкррод,CONJINTJPARTS,виндасEедиммнпрродсEвор,V,инсE,PART,,1
20_clean/xx_cvetaeva_cvet1-717.xhtml.txt,рсEмсEн,рсEмсEнсEй,A,AS,едкрмсEжрод,CONJPART,,S,едрод,PARTPR,,AS,винмнодполнпррод,1
20_clean/xx_martynov_marty-029.xhtml.txt,дам,дама,S,SV,винедизсEсEвмннепросEрод,S,едим,SSPRO,виндасEедиммнпрродсEвор,SPRO,дасE,S,винед,1
20_clean/xx_briusov_brius-0324.xhtml.txt,подсEиненнасE,подсEиненнсEй,A,ASV,едженимполнприсEпросEсEсEрад,CONJINTJ,,ADVS,винедим,S,дасEедпр,A,едженкр,0
20_clean/xx_shalamov_shlmv-320.xhtml.txt,висEневсEм,висEнев,S,AS,дасEедмнмсEжполнсEредсEвор,ADVCONJPART,,S,едсEвор,S,винедим,S,виниммн,1
20_clean/xx_gippius_gip-409.xhtml.txt,васEилсEковел,васEилсEковесEсEи?,V,ASV,едизсEсEвкрмнмсEжпросEрод,PARTPR,,S,едпр,S,винедрод,S,винедим,0
20_clean/xx_givanov_givan-176.xhtml.txt,дорогой,дорогой,S,AS,виндасEеджениммсEжнеодполнпрродсEвор,AV,винедмсEжодполнприсEпросEродсEредсEсEрад,S,винедим,V,едизсEсEвнепросE,CONJINTJPARTS,виндасEедиммнпрродсEвор,0
20_clean/xx_blok_blok1-295.xhtml.txt,нисEисE,нисEий,A,AS,винмнодполнпррод,ADVPROCONJSPRO,виним,APRO,винмнодпррод,V,изсEсEвмнпросE,S,едрод,1
20_clean/xx_bunin_bunin-370.xhtml.txt,сEпсEсEие,сEпсEсEий,A,ASV,виндейсEсEвиммннеоднепросEполнприсE,ADVPR,,ADVPROCONJPART,,S,иммн,PRS,виндасEедиммнпрродсEвор,0
20_clean/xx_cvetaeva_cvet1-809.xhtml.txt,прокаженнсEсE,прокаженнсEй,S,SV,винмнодпеполнпрприсEпросEродсEсEрад,S,мнрод,ADVPROCONJPART,,S,винедим,V,едизсEсEвнепросE,0
20_clean/xx_axmatova_axmat-836.xhtml.txt,гранисE,гранисE,S,SV,винедизсEсEвиммннепросEрод,INTJPARTPR,,S,дасEедпр,A,винедиммсEжнеодполн,V,едизсEсEвнепросE,0
20_clean/xx_gumilev_gumil-008.xhtml.txt,сEепсEала,сEепсEасEсE,V,SV,едженизсEсEвимпросE,S,виндасEедиммнпррод,A,виниммннеодполн,INTJPRS,виндасEедиммнпрродсEвор,AS,едмсEжполнпрсEредсEвор,0
20_clean/xx_majakovsky_majak2-21.xhtml.txt,дам,дама,S,SV,винедизсEсEвмннепросEрод,S,дасEед,PART,,SSPRO,виндасEедиммнпрродсEвор,S,винедиммнрод,1
